Prolific_ID,Test Type,Match 0 Mismatch 1,Dashboard Total Score,Dashboard Efficiency Seconds per correct answer,Paper_Folding_Test_Score,PF Test Percentage,Rotation_Test_1_Total_Correct_Count,Rotation_Test_2_Total_Correct_Count,Rotation Total,RT Test Percentage,Final SA score,High 0 Low 1,Financial_Literacy_Score,Feedback_MentalDemand,Feedback_PhysicalDemand,Feedback_TemporalDemand,Feedback_Performance,Feedback_Effort,Feedback_Frustration,TLX Total,TLX less Physical,Demographics_Age,Demographics_Education_Level,Demographics_Work_Experience,Demographics_Management_Experience,Demographics_Employment_Sector,TIME TAKEN,BONUS,Total payment
673436311530d29e66cf221c,Match,0,4,105.0,4.0,0.2,16,0,16,0.11428571428571428,0.15714285714285714,1,3.0,68,48,74,38,56,4,288,240,39.0,Undergraduate degree,More than 10,3-5,Manufacturing,,,
672f5d9e39d2d29090ebbb30,Mismatch,1,2,210.0,4.0,0.2,21,5,26,0.18571428571428572,0.19285714285714287,1,2.0,71,3,43,67,93,20,297,294,28.0,Some college,More than 10,1-3,Other,00:36:05,0.3,4.3
671de39e2db464f9c4e60164,Mismatch,1,11,38.18181818181818,1.0,0.05,29,23,52,0.37142857142857144,0.21071428571428572,1,3.0,60,87,59,0,88,11,305,218,30.0,Graduate degree,5-10,3-5,Information Technology,00:32:51,0.6,4.6
66e8f81e357d882730f18be0,Mismatch,1,7,60.0,5.0,0.25,7,28,35,0.25,0.25,1,2.0,63,72,1,81,97,0,314,242,,,,,,00:34:56,0.6,4.6
6734c0f4dece66870cdb4897,Match,0,9,46.666666666666664,2.0,0.1,30,30,60,0.42857142857142855,0.2642857142857143,1,3.0,52,3,37,93,43,0,228,225,35.0,Graduate degree,More than 10,3-5,Medicine,00:49:42,0.6,4.6
66f94259c9657cbd2194b163,Mismatch,1,6,70.0,1.0,0.05,39,38,77,0.55,0.30000000000000004,1,2.0,82,4,53,63,77,42,321,317,28.0,Graduate degree,5-10,3-5,Education and Training,00:37:10,0.4,4.4
6732fa40e490564b4205e473,Match,0,14,30.0,1.0,0.05,36,41,77,0.55,0.30000000000000004,1,3.0,85,84,5,5,23,71,273,189,42.0,Graduate degree,More than 10,3-5,Finance,04:18:45,0.8,4.8
609c6cc79875c8f0ba5d2242,Mismatch,1,13,32.30769230769231,2.0,0.1,31,42,73,0.5214285714285715,0.3107142857142857,1,2.0,83,62,25,78,52,23,323,261,47.0,Graduate degree,More than 10,5-10,Finance,00:31:39,0.8,4.8
66ce77e3d21bb5b5d6a83d37,Match,0,11,38.18181818181818,4.0,0.2,20,39,59,0.42142857142857143,0.3107142857142857,1,1.0,77,0,0,44,75,84,280,280,57.0,College diploma,More than 10,Less than one,Architecture and Construction,00:32:07,0.75,4.75
6737386c9d5608c43d6fdc2c,Mismatch,1,4,105.0,6.000000000000001,0.30000000000000004,13,33,46,0.32857142857142857,0.3142857142857143,1,2.0,84,5,87,27,90,44,337,332,41.0,Undergraduate degree,More than 10,More than 10,Marketing and Sales,00:44:54,0.5,4.5
5b967e547840dc0001e3392f,Match,0,8,52.5,8.0,0.4,15,17,32,0.22857142857142856,0.3142857142857143,1,3.0,47,45,46,2,55,4,199,154,21.0,Graduate degree,3-5,1-3,Information Technology,00:37:34,0.85,4.85
670b51569bc4cb66e1a4bdca,Mismatch,1,2,210.0,5.0,0.25,23,34,57,0.40714285714285714,0.32857142857142857,1,3.0,84,26,79,61,85,8,343,317,52.0,Graduate degree,More than 10,More than 10,Education and Training,00:44:50,0.35,4.35
6737a806f29cc8b5d0a6977d,Mismatch,1,6,70.0,4.0,0.2,38,27,65,0.4642857142857143,0.3321428571428572,1,1.0,85,63,52,35,100,10,345,282,22.0,Some high school,3-5,1-3,Information Technology,,,
668bf688d58206e61f399a88,Match,0,5,84.0,6.000000000000001,0.30000000000000004,17,34,51,0.36428571428571427,0.3321428571428572,1,3.0,4,16,32,19,39,17,127,111,33.0,Undergraduate degree,5-10,3-5,Marketing and Sales,00:31:46,0.55,4.55
6682fbc595609e3f88048a53,Match,0,8,52.5,4.0,0.2,32,34,66,0.4714285714285714,0.33571428571428574,1,3.0,30,5,15,65,30,0,145,140,44.0,Graduate degree,3-5,1-3,Information Technology,00:33:28,0.65,4.65
66bcffc3e6f77501141b3d0f,Match,0,4,105.0,3.0,0.15,33,40,73,0.5214285714285715,0.33571428571428574,1,3.0,20,3,20,48,25,0,116,113,26.0,Graduate degree,3-5,1-3,"Science, Technology, Engineering and Mathematics",00:57:52,0.45,4.45
5c6a36214fbf270001311702,Match,0,10,42.0,2.0,0.1,36,45,81,0.5785714285714286,0.3392857142857143,1,3.0,76,5,19,4,55,46,205,200,39.0,College diploma,More than 10,More than 10,Information Technology,00:37:20,0.6,4.6
673d4b493a214d994150a956,Mismatch,1,2,210.0,5.999999999999999,0.29999999999999993,25,29,54,0.38571428571428573,0.34285714285714286,1,3.0,100,1,8,90,93,65,357,356,35.0,Graduate degree,More than 10,5-10,Social Sciences,01:06:08,0.4,4.4
673a15123855c05829f16385,Match,0,5,84.0,5.0,0.25,29,34,63,0.45,0.35,1,3.0,74,4,11,70,85,3,247,243,36.0,Undergraduate degree,More than 10,3-5,Information Technology,00:44:45,0.5,4.5
67038a1c7497dbfeaa1581cd,Mismatch,1,7,60.0,3.0,0.15,40,38,78,0.5571428571428572,0.3535714285714286,1,2.0,75,68,73,79,78,0,373,305,28.0,Graduate degree,More than 10,5-10,Business Management and Administration,00:46:13,0.6,4.6
5d934d95c6a8b20014a0351a,Mismatch,1,13,32.30769230769231,6.999999999999999,0.35,21,30,51,0.36428571428571427,0.3571428571428571,1,3.0,91,34,81,33,84,57,380,346,50.0,College diploma,More than 10,5-10,Legal,00:30:17,1.0,5.0
671025e7fc447894a20e897b,Match,0,5,84.0,3.0,0.15,36,43,79,0.5642857142857143,0.35714285714285715,1,3.0,23,0,58,62,61,15,219,219,50.0,College diploma,More than 10,3-5,Education and Training,00:39:57,0.5,4.5
67250c5fe10ec4aefdb022d7,Mismatch,1,7,60.0,6.000000000000001,0.30000000000000004,39,19,58,0.4142857142857143,0.3571428571428572,1,3.0,100,0,100,84,100,21,405,405,47.0,Graduate degree,More than 10,More than 10,"Science, Technology, Engineering and Mathematics",,,
6720378a683a5d8a933493fb,Mismatch,1,5,84.0,6.999999999999999,0.35,22,30,52,0.37142857142857144,0.3607142857142857,1,3.0,90,56,63,87,100,39,435,379,34.0,Undergraduate degree,5-10,5-10,Education and Training,00:35:34,0.65,4.65
6709224f70eacdb20761ae3c,Match,0,5,84.0,5.0,0.25,24,42,66,0.4714285714285714,0.3607142857142857,1,3.0,85,18,56,7,79,28,273,255,49.0,Graduate degree,More than 10,More than 10,Information Technology,00:38:20,0.5,4.5
6747a1d263d16bfdbb80bedb,Match,0,11,38.18181818181818,8.0,0.4,19,27,46,0.32857142857142857,0.3642857142857143,1,1.0,5,8,5,5,4,2,29,21,25.0,Graduate degree,3-5,3-5,Information Technology,00:49:43,0.95,4.95
64d53aae0f3f7317f6eb617e,Match,0,12,35.0,5.999999999999999,0.29999999999999993,31,30,61,0.4357142857142857,0.3678571428571428,1,3.0,40,10,20,75,15,0,160,150,,,,,,00:36:45,0.95,4.95
66821bd8c0252a33b4c4390f,Match,0,16,26.25,4.0,0.2,36,39,75,0.5357142857142857,0.3678571428571429,1,3.0,50,0,75,25,100,30,280,280,42.0,College diploma,More than 10,More than 10,Business Management and Administration,00:26:41,1.0,5.0
66b6cb18cc43c649a5917319,Match,0,9,46.666666666666664,8.999999999999998,0.4499999999999999,16,25,41,0.29285714285714287,0.3714285714285714,1,3.0,61,3,7,25,56,13,165,162,39.0,Graduate degree,More than 10,5-10,Business Management and Administration,00:36:24,0.9,4.9
6737f7afd0ce05cea7aea4d0,Mismatch,1,6,70.0,4.0,0.2,43,34,77,0.55,0.375,1,3.0,100,100,4,100,100,53,457,357,55.0,Graduate degree,More than 10,5-10,Finance,00:28:54,0.5,4.5
6658d3384552a75abbc15f10,Mismatch,1,9,46.666666666666664,6.999999999999999,0.35,30,29,59,0.42142857142857143,0.3857142857142857,1,3.0,100,100,100,19,100,58,477,377,36.0,Undergraduate degree,5-10,3-5,Information Technology,00:33:37,0.8,4.8
6728c466e56e166bfe9de02c,Mismatch,1,7,60.0,5.999999999999999,0.29999999999999993,28,39,67,0.4785714285714286,0.38928571428571423,0,2.0,100,100,100,85,100,56,541,441,25.0,Graduate degree,3-5,3-5,Other,01:09:26,0.65,4.65
672836b205467639aeee468e,Match,0,9,46.666666666666664,6.999999999999999,0.35,26,34,60,0.42857142857142855,0.38928571428571423,1,2.0,19,24,14,11,13,0,81,57,26.0,Undergraduate degree,1-3,1-3,Arts,00:30:00,0.85,4.85
6673beb472e3c2b594f05d39,Mismatch,1,10,42.0,3.0,0.15,36,53,89,0.6357142857142857,0.39285714285714285,0,3.0,90,91,94,96,95,100,566,475,49.0,Undergraduate degree,5-10,3-5,Business Management and Administration,00:32:06,0.75,4.75
670bf6142a323a5686f2dad6,Mismatch,1,6,70.0,6.999999999999999,0.35,26,36,62,0.44285714285714284,0.3964285714285714,0,3.0,92,80,100,17,93,20,402,322,23.0,Undergraduate degree,5-10,3-5,Manufacturing,00:37:23,0.65,4.65
5c67c5d4085e6a0001fed61b,Match,0,7,60.0,4.0,0.2,45,39,84,0.6,0.4,0,3.0,44,69,64,75,85,0,337,268,47.0,Graduate degree,More than 10,5-10,Manufacturing,00:36:04,0.55,4.55
66eeb98c2a43ecdeeb138455,Match,0,8,52.5,4.0,0.2,37,48,85,0.6071428571428571,0.4035714285714286,0,3.0,93,82,44,63,82,26,390,308,36.0,Graduate degree,5-10,3-5,Education and Training,00:28:14,0.6,4.6
66b19504b269527cc1b37681,Mismatch,1,3,140.0,6.999999999999999,0.35,18,47,65,0.4642857142857143,0.40714285714285714,0,3.0,98,6,41,54,51,12,262,256,34.0,Graduate degree,5-10,1-3,Information Technology,00:37:09,0.5,4.5
67220499981821552c14d06d,Match,0,2,210.0,12.0,0.6,9,22,31,0.22142857142857142,0.4107142857142857,0,3.0,79,68,31,74,78,34,364,296,64.0,Graduate degree,More than 10,More than 10,Government and Public Administration,00:51:15,0.7,4.7
5eb693937a030e5923b44068,Match,0,5,84.0,6.000000000000001,0.30000000000000004,33,41,74,0.5285714285714286,0.4142857142857143,0,1.0,89,80,9,56,64,10,308,228,,,,,,00:24:55,0.55,4.55
66d9fc2d2b46f520118ea65f,Mismatch,1,12,35.0,13.0,0.65,4,23,27,0.19285714285714287,0.42142857142857143,0,3.0,65,66,62,60,70,25,348,282,35.0,Graduate degree,5-10,1-3,Medicine,00:33:21,1.3,5.3
66231fc6e1ecba676935943a,Mismatch,1,13,32.30769230769231,8.0,0.4,32,31,63,0.45,0.42500000000000004,0,3.0,50,1,70,50,50,50,271,270,38.0,College diploma,More than 10,1-3,Other,00:34:31,1.1,5.1
673f29004145440ee4613bd6,Match,0,9,46.666666666666664,8.0,0.4,29,34,63,0.45,0.42500000000000004,0,3.0,60,12,63,67,57,33,292,280,63.0,Graduate degree,More than 10,1-3,Education and Training,,,
672fd80c178640c4588cfc9a,Match,0,3,140.0,8.0,0.4,25,38,63,0.45,0.42500000000000004,0,3.0,93,88,31,62,59,4,337,249,25.0,High school diploma,3-5,3-5,"Science, Technology, Engineering and Mathematics",00:35:58,0.6,4.6
6705565ffd67124adcd513ec,Match,0,11,38.18181818181818,8.0,0.4,32,36,68,0.4857142857142857,0.44285714285714284,0,2.0,100,93,42,13,64,68,380,287,33.0,Graduate degree,5-10,3-5,Information Technology,00:35:08,0.95,4.95
6730a0335a85fe6c6ed21279,Mismatch,1,10,42.0,10.0,0.5,20,35,55,0.39285714285714285,0.4464285714285714,0,2.0,52,22,63,37,59,29,262,240,21.0,Undergraduate degree,1-3,Less than one,"Science, Technology, Engineering and Mathematics",00:35:31,1.05,5.05
671bb583832abc2b597f794d,Mismatch,1,3,140.0,9.0,0.45,34,31,65,0.4642857142857143,0.4571428571428572,0,1.0,68,62,52,65,63,60,370,308,22.0,Undergraduate degree,3-5,1-3,Arts,00:45:54,1.3,5.3
6702c5afa1d784dafb8466b2,Mismatch,1,6,70.0,11.0,0.55,22,32,54,0.38571428571428573,0.46785714285714286,0,3.0,100,52,60,36,100,0,348,296,36.0,Graduate degree,More than 10,5-10,"Science, Technology, Engineering and Mathematics",00:48:32,0.95,4.95
6718c38273994dd090608e60,Match,0,7,60.0,8.999999999999998,0.4499999999999999,36,35,71,0.5071428571428571,0.47857142857142854,0,3.0,80,23,15,15,91,10,234,211,26.0,Graduate degree,1-3,Less than one,Manufacturing,01:13:48,0.85,4.85
596a4e2c2dcbae0001d961d2,Mismatch,1,15,28.0,10.0,0.5,33,34,67,0.4785714285714286,0.4892857142857143,0,3.0,56,20,80,65,68,51,340,320,42.0,Graduate degree,More than 10,5-10,Legal,00:29:53,1.3,5.3
673b60db7ecbdd53ec64a428,Mismatch,1,9,46.666666666666664,10.0,0.5,33,39,72,0.5142857142857142,0.5071428571428571,0,3.0,92,17,19,45,20,6,199,182,30.0,Graduate degree,5-10,1-3,Other,00:34:46,0.95,4.95
6729136bb1df1c050249f3e7,Mismatch,1,5,84.0,13.0,0.65,15,38,53,0.37857142857142856,0.5142857142857142,0,3.0,56,77,1,41,63,4,242,165,42.0,Graduate degree,3-5,1-3,Education and Training,,,
66dd097265650e0dec23231f,Mismatch,1,17,24.705882352941178,12.0,0.6,28,34,62,0.44285714285714284,0.5214285714285714,0,3.0,83,5,86,46,92,58,370,365,34.0,Graduate degree,More than 10,5-10,Finance,00:32:10,1.5,5.5
6422f34be2b8257efb345837,Match,0,4,105.0,10.0,0.5,36,40,76,0.5428571428571428,0.5214285714285714,0,3.0,85,19,41,29,76,24,274,255,48.0,Undergraduate degree,More than 10,More than 10,Finance,00:33:27,0.7,4.7
66a7afd2842711e82d35ac4d,Match,0,15,28.0,8.999999999999998,0.4499999999999999,45,39,84,0.6,0.5249999999999999,0,3.0,100,100,100,50,100,50,500,400,31.0,Undergraduate degree,5-10,5-10,Hospitality and Tourism,00:49:40,1.2,5.2
661770012a3c83b4bdaff645,Match,0,12,35.0,11.0,0.55,35,37,72,0.5142857142857142,0.5321428571428571,0,3.0,5,11,6,5,3,3,33,22,39.0,Graduate degree,5-10,3-5,Information Technology,00:36:40,1.2,5.2
66f0bbf2ad2ccf85f492cbcb,Match,0,11,38.18181818181818,13.0,0.65,25,34,59,0.42142857142857143,0.5357142857142857,0,1.0,53,56,30,42,43,43,267,211,34.0,Undergraduate degree,5-10,5-10,"Transportation, Distribution and Logistics",01:13:00,1.2,5.2
67104869a47a61b561900be7,Mismatch,1,9,46.666666666666664,12.0,0.6,31,36,67,0.4785714285714286,0.5392857142857143,0,3.0,80,0,60,65,100,16,321,321,63.0,Some college,More than 10,3-5,Information Technology,00:32:37,1.1,5.1
66e001fd640729704f9620a2,Match,0,9,46.666666666666664,10.0,0.5,39,43,82,0.5857142857142857,0.5428571428571429,0,3.0,96,21,42,63,79,74,375,354,40.0,Undergraduate degree,More than 10,3-5,Other,01:06:32,0.95,4.95
66dc48cea9a85fe230c06b5f,Match,0,4,105.0,11.0,0.55,35,42,77,0.55,0.55,0,,58,0,72,20,86,68,304,304,39.0,Some college,More than 10,More than 10,"Transportation, Distribution and Logistics",00:38:49,0.75,4.75
67274a937bc73438d89976b8,Match,0,5,84.0,11.0,0.55,37,40,77,0.55,0.55,0,3.0,99,100,100,84,100,68,551,451,52.0,College diploma,More than 10,More than 10,"Transportation, Distribution and Logistics",00:37:01,0.85,4.85
671aa0b37e9aff0fef12cc35,Mismatch,1,13,32.30769230769231,11.0,0.55,45,37,82,0.5857142857142857,0.5678571428571428,0,3.0,60,58,67,15,77,56,333,275,28.0,Graduate degree,5-10,3-5,Information Technology,01:16:59,1.2,5.2
62cd43d66c2dd7ae9ab53ae7,Mismatch,1,15,28.0,13.0,0.65,28,42,70,0.5,0.575,0,3.0,57,1,90,14,91,32,285,284,37.0,Undergraduate degree,More than 10,3-5,Information Technology,00:31:54,1.45,5.45
666fb6f24d1c14f333eb4a0a,Mismatch,1,17,24.705882352941178,14.0,0.7,31,35,66,0.4714285714285714,0.5857142857142856,0,3.0,77,10,70,55,69,62,343,333,47.0,Undergraduate degree,More than 10,More than 10,Manufacturing,00:31:21,1.6,5.6
673b061ce701dc4bc75de9c6,Match,0,7,60.0,16.0,0.8,32,21,53,0.37857142857142856,0.5892857142857143,0,3.0,86,46,59,22,96,23,332,286,44.0,Graduate degree,5-10,5-10,Education and Training,00:38:10,1.15,5.15
67355b35633c57941ef4770e,Match,0,6,70.0,15.0,0.75,37,36,73,0.5214285714285715,0.6357142857142857,0,3.0,85,1,85,25,60,20,276,275,44.0,Graduate degree,More than 10,5-10,Education and Training,00:39:21,1.1,5.1
6701206a49833a2065d10763,Mismatch,1,5,84.0,19.0,0.95,18,28,46,0.32857142857142857,0.6392857142857142,0,3.0,80,20,40,50,57,0,247,227,32.0,Graduate degree,3-5,1-3,"Science, Technology, Engineering and Mathematics",00:54:03,1.2,5.2
